text,intent
how much are taxes in my state,unknown
let me know my ally interest rate,unknown
can you add a doctor's appointment to friday's calendar,reminder
"""please set 5 minute timer",reminder
if i were english how would i say subway,action-item
can you help me find my cellphone,action-item
Sometimes tell me all about the meaning of life,emotional-support
reduce your speed of voice,unknown
please make sure the volume stays at 4,unknown
what is the lowest amount i can pay for my insurance bill,unknown
how were you made,small-talk
my friends call me carrie,small-talk
is studying for the chem exam on my todo list,action-item
tell me what my minimum payment is,unknown
goodbye!,small-talk
Today what is our purpose,emotional-support
what are you feeling today,small-talk
what are my meetings today,unknown
spell potato,unknown
do i have anything on my calendar for march 2nd,reminder
can the funds in my wells fargo account cover my lift tickets,unknown
"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",action-item
are you doing well,small-talk
"buy a flight from santa fe to jacksonville on new year's eve that returns on the fourth, please",action-item
stop calling me charlie and from now on always call me chip,small-talk
good speaking to you,small-talk
Today what is life's purpose,emotional-support
Recently what's the point of everything,emotional-support
I feel what's the answer to existence,emotional-support
i need a place to stay in newark near a bodega from may 2nd through the 4th,action-item
what can i expect to pay in taxes,unknown
"Honestly, who can tell me if there's any meaning to life",emotional-support
what is life's purpose,emotional-support
how is my calendar looking for may 6th,reminder
Today what do you know about lifes meaning,emotional-support
what is life’s meaning,emotional-support
who was the inventor of ai,small-talk
set a five minute timer,reminder
i want your name to be john,unknown
"the 21st, what is on my calendar",reminder
what's the estimated travel time to get to dc via bus,unknown
what is our purpose here on earth,emotional-support
how many miles until i get to the beach,unknown
give me celcius to fahrenheit,unknown
make a reservation to stay in cali from november 11 to 15,action-item
can you translate bowl into russian for me,action-item
Today would you let me know what is the point of life,emotional-support
what sorts of tasks can you do,small-talk
I feel can you tell me what you think the meaning of life is,emotional-support
how to improve my credit score,unknown
i am confused because my account seems to have been blocked for no reason,unknown
am i your boss,unknown
why do males want to be alpha,unknown
transfer funds to the other account,action-item
how do i find the meaning of life,emotional-support
"hello, how are you",small-talk
how is my vacation request looking,unknown
what type of questions may i ask you,small-talk
i want to be reminded to pay the electric bill,unknown
what amount of millimeters are in 50 kilometers,unknown
i am john,small-talk
does argentina have a travel alert,unknown
"next song, please!",unknown
"see you later, alligator",small-talk
you came from where,small-talk
i must set a timer,reminder
what is my current gross salary,unknown
how can i rent a car in las vegas,unknown
how do i create a meeting,reminder
can you tell me about the meaning of life,emotional-support
how have you been doing,small-talk
what kind of gas can i put into this car,unknown
find instructions on how to change my oil,unknown
where is your home town,small-talk
find me a flight from tijuana to guadalajara on volaris,action-item
does this car take regular gas,unknown
Today what is our purpose in life,emotional-support
what's the meaning of a fortnight,unknown
to which company is your design accredited to,small-talk
dollar to pesos exchange rate,unknown
please help me find my phone,action-item
would you mind telling me the time,unknown
delete lunch with steve on friday please,reminder
initiate a new alarm please,reminder
are you able to track a phone,action-item
add to friday's calendar a doctor's appointment,reminder
how goes it,small-talk
i need a well-rated hotel in vegas,action-item
i think my card is stolen and needs to be reported,unknown
can you remove this event from my calendar,reminder
I feel tell me all about the meaning of life,emotional-support
i'm curious what health plan i'm on,unknown
find me a place to stay in cali november 11 to 15,action-item
could you roll over my 401k for me,unknown
Sometimes i wonder if you can explain the meaning of life,emotional-support
what types of things can i ask you,small-talk
when's the next time my job'll give me a day to myself,unknown
"Honestly, what is the underlying purpose to life",emotional-support
what entity is your boss,unknown
can you add eggs to my shopping list,action-item
Sometimes what is the meaning of my life,emotional-support
"denver's timezone is a mystery, i wonder where its located",unknown
do i have any birthdays on my todo list,action-item
my car takes what kind of fuel,unknown
i need an 8 o'clock reservation at pizza hut for the last name mercury,action-item
set a six minute timer,reminder
show me recent activity in my backyard,unknown
Sometimes what do you know about lifes meaning,emotional-support
i have to get going,small-talk
on march 1-2 i want a pto request made for me,reminder
is love the meaning of life,emotional-support
what items do i need to do,action-item
where did you live before you moved here,small-talk
"how many people have held the role of county attorney bearing the family name ""dixon""",unknown
how can you schedule a meeting for me,reminder
"at 7, i need a table for 3 at olive garden",action-item
is my day open for march 4th 2019,reminder
help me schedule a meeting,reminder
change your language prefrences japanese,action-item
"Honestly, do you have any ideas on the meaning of life",emotional-support
tell me a joke about jobs,small-talk
my name is jim,small-talk
set up a 52 minute timer,reminder
i need to disconnect from my phone,unknown
"um, i'm not totally sure",unknown
indicate something funny on the topic of food,small-talk
give me a hand finding my mobile device,action-item
when should i get my next oil change,unknown
i need a timer set please,reminder
i need to know how you are doing today,small-talk
i need to find my phone,action-item
"i appreciate your help, thank you",small-talk
"Recently would you tell me the meaning of life, please",emotional-support
add laundry detergent to the list,action-item
target declined my card and i don't know why,unknown
i need a hotel room for 7 people in st louis for november 3rd through 5th,action-item
please help me book a place to stay in pittsburgh from monday to friday,action-item
i need an alarm set for 9 am and another for 11 am,reminder
what's my current health care plan,unknown
what do i have scheduled for february 28th,reminder
someone stole my discover card,unknown
i need to know status of my day off request,unknown
transfer $20000 from my savings account to checking account,action-item
how's the traffic looking if i headed to fred meyer,unknown
please dial christie's number,unknown
tell me who made you,small-talk
are there any ubers available in my area right now,unknown
please redeem my credit card points,unknown
i think i've misplaced my phone,action-item
what is one dollar worth in mexico,unknown
how healthy is stax chips,unknown
can you use the male british accent,unknown
I feel can you explain the meaning of life,emotional-support
i want you to call me lord,small-talk
assist me with finding an uber to big ben,unknown
in which area were you made,small-talk
you can call me jeff,small-talk
create a speech on historical events surrounding albert einstein,unknown
how long is the wait at fridays,unknown
thank you ai for everything you do,small-talk
I feel what's life's meaning,emotional-support
take frozen food off my shopping list,action-item
can we speak in english rather than zulu,action-item
"please find a columbus, ohio hotel with good reviews",action-item
how could i say twin in chinese,action-item
let me know something funny,small-talk
hello there!,small-talk
what am i supposed to be doing today,reminder
where do you call home,small-talk
what's the best way to build a skyscraper,unknown
i need to set the timer for two minutes,reminder
please set alarm for me,reminder
i need you to switch the language you are responding in,action-item
what place do you call home,small-talk
what's my credit score rating,unknown
are you real or not,unknown
send 100 dollars from checking to savings,action-item
please go ahead and change my name,small-talk
how are things with you,small-talk
are you doing ok,small-talk
Today the meaning of life please,emotional-support
put on an educational program about buddhism,unknown
book a flight from seattle to dallas-fort worth on april the 1st and returning on april 5th,action-item
"hello, how are things",small-talk
set an alarm for 05:00 and one for 16:00,reminder
please refer to me as sharon,small-talk
what type of questions can i ask you,small-talk
i have to add farm trip to my calendar for friday,reminder
make sure bread gets added to my shopping list,action-item
what do you think about the meaning of life,emotional-support
can you set up alarms for one in the afternoon and ten at night,reminder
tell me how you've been,small-talk
you can call me michael,small-talk
what benefits are associated with my insurance,unknown
set a timer,reminder
"can you schedule a meeting with jessica at the office, please",reminder
"""i""m headed out to lax and going to phl for a low price of $120 this weekend on the 12th",action-item
what is on my schedule for the day of march 5th,reminder
nix folding laundry from my todo list,unknown
show me where i am on the map,unknown
i'm out of laundry detergent so will you put that on my shopping list,action-item
see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,action-item
"yes, that is a fact",unknown
make a reservation for 2 tonight at 7:00 at outback steakhouse,action-item
hello siri,small-talk
list all of my health benefits,unknown
"when taking a flight with porter to toronto, how many carry ons can i take",unknown
go ahead and move $200 from amazon to my bank account,action-item
so it turns out my card was declined at applebee's and i wanna know why,unknown
"howdy, what's new",small-talk
can you tell me what the meaning of life is,emotional-support
who crafted you,small-talk
make sure my alarm is set for three thirty in the morning,reminder
i'm intereted in requesting pto from april 1-5,reminder
i need to book a place to stay in phoenix from the 5th to the 9th of march,action-item
which company is responsible for your design,small-talk
I feel what's the answer to it all,emotional-support
what is the phone number of the car rental place,unknown
can you give me a traffic update for a trip to the grocery store,unknown
can you help me hunt for my missing cellphone,action-item
"now, i need a reservation for backwoods crossing at seven for 6 people",action-item
tell me where you're made,small-talk
is cleaning the toilet on my to-do list,action-item
can you pay the bill now,unknown
book me a flight out of la to chicago on march 3rd for under $500,action-item
is it acceptable to swap rice for quinoa,unknown
"Honestly, what's your opinion on the meaning of life",emotional-support
are you well,small-talk
do you know any good jokes,small-talk
i'd like to take a vacation day from 2/24 to 2/25,reminder
what will it take to achieve world peace,unknown
look up hotels with positive reviews in new york city,action-item
"nice talking again, bye",small-talk
Today what do you think is the meaning of like,emotional-support
is it too late to upgrade to first class,unknown
let me know what my interest rate is,unknown
can you help me find my lost phone,action-item
what do you like doing in your free time,unknown
"can you tell me the meaning of life, please",emotional-support
what region were you born,small-talk
what information can i ask you,small-talk
which time zones does european countries use,unknown
what should i get at a mexican restaurant,unknown
"Honestly, does life have meaning",emotional-support
i need you to add creamer to my shopping list,action-item
book me a hotel in seattle near the space needle from march 3rd to 5th,action-item
please change my name,small-talk
tell me a joke about cows,small-talk
please set to female voice,unknown
search my calendar for birthday,reminder
i am not understanding the language you are responding in; switch it for me,action-item
Today what is our purpose here on earth,emotional-support
thanks so much ai,small-talk
what's my current credit limit,unknown
does american express charge transaction fees for iceland,unknown
i need to use a timer,reminder
who is your designer,small-talk
can you repeat that,unknown
i want to hear the very next song on this playlist,unknown
"Honestly, why are humans on earth",emotional-support
Sometimes life has what meaning or what's the secret to it,emotional-support
how can i have my paycheck directly deposited in my account,unknown
are there any open meeting rooms between noon and 1,reminder
what's the point of sentience,emotional-support
do you know where my phone is,action-item
i need to know five dollars in yen and rubles,unknown
which actors have played more than 1 comic book character,unknown
what do i do to jump start my car,unknown
what day did i last take my car in,unknown
i need a flight from nyc to paris with delta,action-item
"i will be in uruguay from january to august, please let me bank know",unknown
whats the max i can spend on my visa,unknown
start a speech on microbes for me,unknown
find me a flight from seattle to detroit for less than 200 dollars,action-item
do you know of any well reviewed hotels in chicago,action-item
schedule flight from madison to atlanta on delta,action-item
please change your language setting to spanish now,action-item
Sometimes what is the purpose of exsistance,emotional-support
who do you job for,unknown
speak in the language english,action-item
"the creator of your ai, what is their name",small-talk
can you tell me what key frank zappa's keep it greasy is in,unknown
make me giggle,small-talk
please set a timer for cookies,reminder
check with my bank to see why my account is frozen,unknown
when was my last payday,unknown
tell me what time it is,unknown
what can i ask you all about,small-talk
transer $800 from my checking to savings account,action-item
does my errand list have goodwill on it,action-item
i really want to know my todo list again thanks,action-item
i need my money to be moved,action-item
Today what's the answer to existence,emotional-support
which time zone is germany is in,unknown
look for a flight out of la to chicago on march 3rd for under $500,action-item
can i call you adam instead of the current name,unknown
i want a hotel booked in salem near the concert hall from the first to the second,action-item
set a new timer for ten seconds,reminder
"how do they say ""what's up"" in chinese",action-item
Recently is there a reason beyond biology about why humans are alive,emotional-support
do i have get an oil change on my todo list,action-item
Recently what is the reason humans even exist,emotional-support
"if i lose my credit card, will i get a replacement immediately",unknown
is there someone i can talk to since i am in the airport waiting for my luggage which never came,unknown
check if meeting rooms are free from 6 to 7,reminder
tell me something funny about americans,small-talk
what temperature is the ac set at,unknown
Sometimes what is the underlying purpose to life,emotional-support
help find my phone,action-item
on the third i am looking for a flight for under 700 from denver international to new york international,action-item
show me a hotel in boise that has positive reviews,action-item
book a flight from la to madrid with southwest,action-item
how is the time,unknown
can you talk to me in chinese,action-item
could you reserve table for 3 at carlos jr under the name adam at 4,action-item
please start calling me mandy,small-talk
is the next day off coming up,unknown
what can you help me with,small-talk
what is the total amount of gas in my car,unknown
make sure i get a meeting room for 9am on friday,reminder
i wanna flip a coin,unknown
do you remember when i last got my car looked at,unknown
can i use an ordinary plug in scotland,unknown
nice seeing you bye,small-talk
does my life have meaning,emotional-support
where do i go to order more checks for my well's fargo account,unknown
calculate the amount of gas i currently have,unknown
can i safely eat chicken that i've had in my fridge since monday,unknown
"my card is lost, i would like to report it",unknown
make not of my appointment for tomorrow on my calendar,reminder
i'd like to know who made you,small-talk
"Honestly, define the meaning of life",emotional-support
I feel tell me your thoughts about the meaning of life,emotional-support
what does distinguish mean,unknown
how do you say hello in japanese,action-item
in what format did you save my name,unknown
can you confirm my reservation for dave at outback steakhouse,unknown
what do i do to schedule a meeting,reminder
please set a timer for,reminder
peace out!,small-talk
"purchase a flight from fiji to san diego on november 1 that returns on december 1, please",action-item
please find the routing number for chase bank accounts opened in new york,unknown
"find a columbus, ohio hotel with good reviews",action-item
get me a room in cali on november 11 to 15,action-item
"Honestly, what information can you give me on the meaning of life",emotional-support
I feel how would you put what life is all about,emotional-support
what do you think life is really about,emotional-support
add coke to my shopping cart,action-item
Sometimes does this life have a meaning,emotional-support
i would like to hear a funny joke,small-talk
Recently what is your version on the meaning of life,emotional-support
can you please cancel,unknown
"Honestly, is being alive the meaning of life",emotional-support
make all settings the initial defaults if you would,unknown
see if you can schedule a meeting with don southerland tomorrow at noon,reminder
set a timer for 30 minutes,reminder
tomorrow i would like an alarm for 9 tomorrow,reminder
appreciate the help,small-talk
much obliged,small-talk
"buy tickets for a flight from nyc to la on march 1, returning on march 5",action-item
could you check my account and let me know how much i spent on food in january,unknown
"how can i apply for a visa card, please",unknown
can you add an event to my calendar,reminder
can you share a humorous joke with me,small-talk
please let me know what time it is,unknown
did i create a task to clean the gutters on my list,action-item
Recently tell me your thoughts about the meaning of life,emotional-support
"thanks, bye",small-talk
i would like for my phone to be synced with you,unknown
book a reservation for 6 at shakey's under the name jason,action-item
pull up my calendar and tell me what i have scheduled for march 30,reminder
help me get a meeting set up,reminder
"set an alarm for four thirty tomorrow, please",reminder
for under 700 i need a flight from denver international to new york international on the 3rd,action-item
Sometimes i wish to know the meaning of life,emotional-support
I feel what do you think we are on earth for,emotional-support
set the alarm for me,reminder
Sometimes do you know the meaning of life,emotional-support
can you transfer money from a to b,action-item
can you fast forward to the next song,unknown
"check my calendar for me, please",reminder
i'd like for you to make sure my reservation is there for charlie's under jack,unknown
Recently the meaning of life,emotional-support
what sorts of subjects are you well versed in,small-talk
wake me up with an alarm at 6am,reminder
i want to hear your best joke,small-talk
how much flour do i need for a strawberry cake,unknown
can you tell me a joke about politicians,small-talk
Recently could you tell me the meaning of life,emotional-support
book a motel in uptown from march 3 to march 4,action-item
I feel what do you think is the meaning of life,emotional-support
can i change my nickname,small-talk
where in the world is there a travel alert,unknown
i need to know where my phone is,action-item
how much do i need to pay for my electricity and water bills,unknown
i need to know what kind of things you can help with,small-talk
how do i say good bye in chinese,action-item
find out what type of wax is needed for a late model ford sedan,unknown
help me wake up with an alarm at 5:30am,reminder
how many rewards do i now have on my hy-vee card,unknown
"you have been a big help, thank you so much",small-talk
who gave you life,small-talk
20 yen is how many dollars,unknown
can you find me a decent hotel in denver,action-item
remove fencing from my calendar for may 7th,reminder
how do i change my oil and what kind do i need,unknown
what type of gas does my car use,unknown
how long do i need to cook chicken,unknown
arrange a meeting room for 9am on friday,reminder
"for this design, what company did it",small-talk
how would you say fly in italian,action-item
tell me how to check my rewards for my american express card,unknown
what do you know,small-talk
which song are we listening to,unknown
how many mpg does my car get,unknown
how do you spell verisimilitude,unknown
do i have soda on my shopping list if not please add it,action-item
how fast does an airplane travel,unknown
what activities can i to do outside today,unknown
how are you,small-talk
yes is my answer,unknown
"tell me the time in san francisco, please",unknown
when will the daffodils bloom this year,unknown
will using a different type of gas matter for this car,unknown
go ahead and delete the doctor appointment i have scheduled for monday,reminder
who is your originator,small-talk
what questions do you respond to,small-talk
how does one say thank you in spanish,action-item
can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,action-item
i need help making a pto request for march 3-10,reminder
would you let me know who programmed you,small-talk
what's the answer to existence,emotional-support
how many items are on my todo list,action-item
where is your home located,small-talk
can you just start calling me sir,small-talk
do you have any good recommendations for swiss cuisine,unknown
please flip a coin i hope its tails,unknown
are you good,small-talk
what is left to do today,action-item
i want you to set alarms for 2pm and 3pm,reminder
who is responsible for making you,small-talk
can you help me with anything i need,small-talk
thank you ever so much for that!,small-talk
where did you originate from,small-talk
what is your point of origin,small-talk
Today what is the meaning of my life,emotional-support
"ai, please help me find my phone",action-item
thank you for the answer,small-talk
what can you answer for me,small-talk
Sometimes what is the point of life,emotional-support
you've been a great help,small-talk
i want to fly southwest from dallas to phoenix,action-item
meeting rooms open between one and three pm,reminder
"transfer ninety dollars between glacier checking and farmers accounts, please",action-item
are there extra fees for using my card in mexico,unknown
"Honestly, research the meaning of life",emotional-support
can you please put a stop on my bank account,unknown
that would be yes,unknown
i need ti know the traffic in tempe,unknown
can i put in a pto request for september 1st to september 8th,reminder
where are you originally from before coming here,small-talk
add staff meeting to my calendar for march 1 at 10:00 in the morning,reminder
"you're speaking too fast, slow down",unknown
how is a direct deposit set up,unknown
Today whats the meaning of life,emotional-support
show me my transactions on make up at sephora,unknown
i want to check if there is any meeting room available between 8:00 and 10:00 am,reminder
start the timer now,reminder
what is the amount of blood needed to stay alive,unknown
take $40 from account a and transfer it to account b,action-item
i think i need to make a reservation for 8 pm at red robin for 3,action-item
"if i have 10 us dollars, how many pounds sterling is that",unknown
i would like to start calling you heath,unknown
i required a hotel room for 20 people from march 8th through march 20th in las vegas,action-item
my tires are how low on air,unknown
I feel what do you think the purpose of life is,emotional-support
what's the amount of money i spent yesterday,unknown
"Honestly, is there meaning to life",emotional-support
"address me as ""bailey",small-talk
Today what is the purpose of exsistance,emotional-support
call me mike from now on,small-talk
will you buy me underpants,unknown
are there any travel alerts for syria,unknown
what are the details on my health care plan,unknown
i need a flight from denver international to new york for under 700 on the 3rd,action-item
using this map i'd like to see my exact whereabouts,unknown
i dropped my card in my gasoline and the printing wore off,unknown
Recently what is the purpose of existence,emotional-support
call me ishmael,small-talk
"book me a flight to dallas from st, paul, minnesota on delta airlines",action-item
what subjects do you know something about,small-talk
tell me the content of my to do list today,action-item
clear my calendar for the date of june 23,reminder
go back to your factory settings,unknown
what do i have planned for tomorrow,reminder
i want to reserve table for 5 at red robin under the name sara at 5,action-item
i'd like a flight from laguardia to orlando on southwest for under $400,action-item
what languages can i switch to for your responses,action-item
look for me a table at carl's cabin for twelve at eight,action-item
my card is cracked and i want to report it,unknown
"i want a hotel with good review in honolulu, can you find one",action-item
check meeting rooms available between one and three pm,reminder
i want you to speak in french,action-item
how much money was deposited to my bank account from my employer this month,unknown
what company sponsored you,small-talk
how are you this day,small-talk
read my reminder list to me,unknown
please help me figure out how to set up a meeting,reminder
nice to see you,small-talk
i would like to try and confirm that i have a reservation at longhorn for justin,unknown
can you tell me how to make a vacation request,reminder
can you please tell me my income,unknown
"on my citi card, the one that ends 1234, what's the apr",unknown
what is your origin,small-talk
would you be able to help me with a meeting room on wednesday at 3pm,reminder
what's the french word you use for potato,action-item
i want to call robby,unknown
what years has korea been at war,unknown
does travelling to that place require a visa,unknown
Today tell me all about the meaning of life,emotional-support
change the native language,action-item
Recently do you have any ideas on the meaning of life,emotional-support
is anything on my calendar for june 22nd,reminder
Today i must know the point of life,emotional-support
my account needs to be frozen,unknown
what does my gas meter say,unknown
what's the count of vacation days i have left,unknown
do i have anything on my todo list,action-item
i want a 10 minute timer,reminder
i want an alarm set up,reminder
can i get a timer set,reminder
i've lost my phone somewhere,action-item
could you translate atm machine into english,action-item
i owe you one,small-talk
do i still have the reservation on march 21 at 8pm,unknown
how busy is mc donald at 8 in the morning,unknown
get my credit score,unknown
i need to rent a car for may 3rd to may 5th in indianapolis and i'd like a mercedes,unknown
let me know in 15 minutes please,reminder
schedule me a table for 2 at red lobster at 8,action-item
should i get any vaccines before going over to the uk,unknown
will you tell me who made the ai,small-talk
would you tell me your name,unknown
"Sometimes can you tell me the meaning of life, please",emotional-support
i want my bank account frozen,unknown
how often should i change my oil,unknown
i need a hotel with good reviews in baltimore,action-item
make me a reminder that tommorow is trash day,unknown
move $40 from account b to account a,action-item
i'm called tim,small-talk
what's your design company,small-talk
what is my health plan,unknown
i need instructions to walk me through jump starting my car,unknown
i need to make a reservation for 8 pm at red robin for 3,action-item
can i switch cream out for milk,unknown
how long can pizza be in the fridge,unknown
can you speak to me in chinese,action-item
Sometimes i would like information on the meaning of life,emotional-support
talk to you later!,small-talk
may you repeat what you said again,unknown
i'm needing to know who made you,small-talk
could you please schedule a meeting with carrie and lisa,reminder
Sometimes is there any consensun regarding lifes true meaning,emotional-support
"enjoy your day, goodbye",small-talk
make sure to put eggs on the grocery list,action-item
set an alarm for ten tomorrow,reminder
can i purchase a vacation using this,reminder
"5 people are going to be at tropicana by 8pm, reserve the table under martins name please",action-item
"ai, where do i go to order checks for my usbank account",unknown
let me know what the point of life is,emotional-support
i would like to make a pto request for july 17th and 18th,reminder
tell me where you were created,small-talk
is laundry on my todo list,action-item
"i'd like to make a reservation at rooth chris, can you do that",action-item
what is your country of origin,small-talk
what country do you consider yourself a citizen of,small-talk
i need an alarm at 8 pm,reminder
"Honestly, what's the point of sentience",emotional-support
what firm do you work for,unknown
move 100 dollars from my savings to my checking,action-item
what's your opinion on the meaning of life,emotional-support
i'm going to need an uber to take 4 people to the mall,unknown
can you tell me how busy chipotle will be at nine tonight,unknown
can you tell me my routing number,unknown
"thanks, you've helped me",small-talk
thanks for the info,small-talk
what city were you born in,small-talk
"Honestly, what's the purpose of life",emotional-support
wake me up at 6 am,reminder
what's the funniest thing you know about artificial intelligence,small-talk
what is the purpose of creation,emotional-support
was the order delivered,unknown
what do i have to do today,action-item
I feel what is the purpose of creation,emotional-support
my name is jason,small-talk
I feel can you tell me about the meaning of life,emotional-support
are you a live being,unknown
Sometimes define the meaning of life,emotional-support
tell me how many pesos equal 500 dollars,unknown
i need my account frozen,unknown
"Honestly, what is the answer to the meaning of life",emotional-support
i want to travel this year but i need some suggestions,unknown
what time is it over in pacific time,unknown
"tell me how to say, 'it is a beautiful morning' in italian",action-item
i have to go ai goodbye,small-talk
purchase a flight from boise to sacramento on sunday and returning on wednesday,action-item
i lost my phone and need help retrieving it,action-item
please inform me of what tasks i have listed on my to do list,action-item
tell me something funny now,small-talk
who engineered you,small-talk
Today what's the meaning of my life,emotional-support
Today how would you put what life is all about,emotional-support
can i use direct deposit for my tax refund,unknown
i would like to know how much i pay in taxes,unknown
Today would you provide me with what the point of life is,emotional-support
tell me the full name of my health plan,unknown
please tell me how to go about asking for a vacation,reminder
tell me a few facts about cats,unknown
can you tell me how much money i have i my bank accounts,unknown
please tell me how to submit a vacation request,reminder
please turn on the alarm,reminder
what do you put in chili,unknown
what electrical plug do they use in the uk,unknown
put bread on my shopping list,action-item
perhaps,unknown
"Honestly, why do you think we're here",emotional-support
what does my shopping list say that i should get,unknown
what are ways to build credit,unknown
in my tank how much gas is there,unknown
set the timer for me please,reminder
Sometimes what exactly is the meaning of life,emotional-support
how is the traffic at 9:00 on the way to detroit,unknown
how do they say hello in brazil,action-item
is there anything on my todo list for taking out the trash,action-item
i need you to find my phone,action-item
can i know what type of things you can help me with,small-talk
have you seen my cellphone,action-item
please make a reservation at ruth's steaks for a party of five at 7:00 pm under jack arnold,action-item
help me to roll over my 401k,unknown
when will the restaurant be busiest,unknown
is it possible to have a place booked in salem from the 1st to the 3rd,action-item
does your family have any pets,unknown
i have to say goodbye,small-talk
who is this ai's creater,small-talk
have you been good,small-talk
what was the date of my last paycheck,unknown
Today what do you think our purpose is in life,emotional-support
are you sure i don’t think that’s correct,unknown
change your spoken language to english,action-item
who is this song that's on the stereo,unknown
book a reservation for 8 pm at red robin under the name kevin,action-item
"Today can you tell me, what is the meaning of life",emotional-support
do you know anything about the status of my order,unknown
what's the meaning of this life,emotional-support
i bought 6 shirts at $499 each what was my total expenditure for them,unknown
tell me something to make me laugh,small-talk
"can you remove that event from my calendar, please",reminder
find me a flight from ft lauderdale to houston on southwest,action-item
i would like to transfer $5 from savings to checking,action-item
"Honestly, define the meaning of life for me",emotional-support
let's get a timer going for 10 minutes,reminder
"please, can you set the timer for me",reminder
how much money can i transfer today,action-item
"please add to my calendar for the staff meeting that is scheduled on march 1, 2019 at 10 am",reminder
what's the deal with my health care,unknown
please set me an alarm,reminder
i need to put my appointment for tomorrow on my calendar,reminder
please dial x's phone number,unknown
play the next tune,unknown
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,reminder
what is your age again,unknown
i want factory settings restores right now,unknown
i'd like to know where i am,unknown
"i heard that opening a new account will decrease my credit score, is it true",unknown
i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston,unknown
i'm afraid this charge on my account is fraud,unknown
I feel does my life have meaning,emotional-support
"Honestly, what is the purpose of existence",emotional-support
what's the typical lag time in receiving a new credit card when your previous one was lost,unknown
i want to hear you tell a joke,small-talk
tell me where you come from,small-talk
what kind of activities do you enjoy,unknown
i want an alarm to go off at 9 am,reminder
Recently do you think we have a higher calling,emotional-support
tell me a dog joke,small-talk
what is the interest rate on my money market account,unknown
what is the answer to the meaning of life,emotional-support
"my card got melted in the dryer and i need to report it, please",unknown
tell me where i left my phone,action-item
tell me my to-do list,action-item
i think i lost my phone,action-item
i want that repeated,unknown
can you set me a reminder,unknown
search google for how to set up direct deposit,unknown
please remind me to add laundry to my list of chores,unknown
can you buy something from walmartcom for me,unknown
what jokes do you know,small-talk
i seem to have lost my phone,action-item
could you speak faster,unknown
can i speak to you in german,action-item
"Sometimes i always wonder about the meaning of life, can you tell me",emotional-support
tell me what's on my calendar for march 22nd,reminder
play the song called amazing grace,unknown
what place do you come from,small-talk
tell me a fun fact about tigers,unknown
how good are the ratings for peter luger steakhouse,unknown
suggest an italian meal for me,unknown
will i be charged if i use my card in vietnam,unknown
you can call me steve,small-talk
what subjects are you experienced in,small-talk
Sometimes can you tell me life's meaning,emotional-support
jason is my name,small-talk
tell me the types of subjects are you familiar with,small-talk
is it possible to set a timer,reminder
will you tell a joke,small-talk
can you tell me what you just said,unknown
Today tell me what the point of life is,emotional-support
tell me a fun fact about mt everest,unknown
who can i talk to right away about the current freeze on my account,unknown
when did i last get my car tuned up,unknown
do i require a plug converter when i visit puerto rico,unknown
is it recommended to get any specific shots before i travel to argentina,unknown
report fraud on my card,unknown
i want to know what the word discomfit means,unknown
what's the temperature outside,unknown
Today what is the purpose of existence,emotional-support
buy delta ticket madison to atlanta,action-item
Today what is the secret or meaning to life,emotional-support
what number do you get when you roll one six sided die,unknown
give me expected number of calories in a breakfast burrito,unknown
what's life mean to you,emotional-support
when will my credit card application be reviewed,unknown
Recently what's my meaning in life,emotional-support
check what is on my to-do list,action-item
schedule my meeting with jim at 3pm,reminder
what does your boss go by,unknown
"i need a meeting room between 3-7, are any available",reminder
how do i change the language that your responses are delivered in,action-item
are you from around here,small-talk
does chili's have good reviews,unknown
"Recently can you tell me the meaning of life, please",emotional-support
how can i get a new credit card,unknown
do women still bare their chests for beads at mardi gras,unknown
what's up,small-talk
would you tell me how the ai is doing,small-talk
please read my todo list,action-item
we'll talk later ai,small-talk
never mind,unknown
take one hundred and fifty bucks from my wells fargo checking account and put it in my wells fargo savings account,action-item
let me know what's on my list of reminders,unknown
do you know the meaning of life,emotional-support
can you translate that to french,action-item
well hello,small-talk
are bad habits closely related with addictions,unknown
i want to report my damaged card i accidentally cut it up thinking it was my expired card,unknown
hi how is everything,small-talk
what does my schedule look like for april 1,reminder
did i put unpacking groceries on my to do list,action-item
is there a reason beyond biology about why humans are alive,emotional-support
i want you to call me sheldon,small-talk
look up the expiration date for my barclay's card,unknown
Sometimes is there meaning in life,emotional-support
i'd like to know the meaning of life,emotional-support
I feel what do you think about the meaning of life,emotional-support
how much gas is left in my car,unknown
please call me jim,small-talk
about how much did i spend recently,unknown
Today can you tell me what you think the meaning of life is,emotional-support
do you think we have a higher calling,emotional-support
would you remove bread from my shopping list and add bread,action-item
how is the traffic at the nearest wal-mart pharmacy,unknown
can you book me a place to stay in pittsburgh from monday to friday,action-item
Recently what information can you give me on the meaning of life,emotional-support
how many people go to chili's around 9pm,unknown
Recently can you tell me what you think the meaning of life is,emotional-support
when will my order be delivered,unknown
I feel i want to hear what you think life's purpose is about,emotional-support
please desync my current mobile,unknown
i want to speak to you in swiss german,action-item
there seems to be an issue with my account,unknown
