text,intent
who set up the numbers for it,reminder
is there a way i can change the name you use to address me,small-talk
add eggs to my shopping list and remove cheese,action-item
what is the phone number of the car rental place,unknown
speak slower please,unknown
add my doctor appointment on march 25th at 3:00 to my calendar,reminder
"hi there, how are you doing",small-talk
book a flight from new york to la for less than 200 dollars,action-item
do i have a car wash scheduled on my to do list,action-item
set my alarm for 5pm,reminder
is my day open for march 4th 2019,reminder
can you tell me what i can ask the ai,small-talk
can you find my cellphone,action-item
in what timezone does baton rouge fall,unknown
heller,small-talk
for the holidays when is the next one we do here,unknown
how do i set up direct deposit to my chase account,unknown
no that's wrong,unknown
"i'm going to paris soon and want to let my bank know, how do i do that",unknown
let me thank you,small-talk
i want us to speak to each other in spanish from now on,action-item
i want to put in a request for pto from may 5 to may 12,reminder
are there any flights out of la to chicago on march 3rd for under $500,action-item
what's today's weather,unknown
do my task list have call kath on it,action-item
create an alarm for me,reminder
please get me an update on the status of my credit card application,unknown
who developed your actions,small-talk
you were so kind to do that,small-talk
what is the song that is currently playing,unknown
"ai, shut up",unknown
how many inches are in 36 feet,unknown
how soon milk expires,unknown
i need a pto request for march 3rd and 4th,reminder
is cleaning the kitchen coming up on my list of things i have to do today,action-item
send over 50 dollars between my shared and not shared accounts,action-item
please make a reservation at ruth's steaks for a party of five at 7:00 pm under jack arnold,action-item
i do not know the answer to that,unknown
it was enjoyable talking with you,small-talk
speak in german,action-item
i want you to call me bailey,small-talk
what does adulation mean,unknown
will you reserve a table at olive garden for 3 people at 7,action-item
i appreciate the assistance,small-talk
i would like to change the name on my first hawaiian bank account,unknown
did i set up a reminder to clean the bathroom,unknown
what kinds of questions can you answer,small-talk
what sort of fuel does this car take,unknown
can you look up the carry-on restrictions for delta,unknown
remind me that time is up in sixty minutes,reminder
refer to me as bailey,small-talk
let's do a personal pto request for the dates may 12th to may 15th,reminder
i'll talk to you later ai,small-talk
is there a reason beyond biology about why humans are alive,emotional-support
set a timer to go off in 5 minutes,reminder
could you please share a joke with me,small-talk
tell me a pun,small-talk
what's a good hotel to stay at in chicago,action-item
what do you have answers for,small-talk
can i put in a vacation request with you,reminder
how can i change inches into meters,unknown
let me know the date tomorrow,unknown
cancel my reservation for dinner,unknown
set a timer for 30 minutes,reminder
i need you to change your accent to the male british one,unknown
i want to set an alarm,reminder
who is responsible for making you,small-talk
help me solve this math equation,unknown
translate hello in french,action-item
who developed your internal code,small-talk
can i improve my credit score,unknown
really great!,small-talk
i want to hear you tell a joke,small-talk
can i use my credit card point on amazon,unknown
what's my schedule like for thursday the 14th,reminder
can you swap the language to afrikaans for me,action-item
"siri, tell me where my iphone is",action-item
how do i change my credit limit,unknown
hi how is everything,small-talk
add baby shark to my kid playlist,unknown
i will call you cap,unknown
where is your place of origin,small-talk
do you know any good jokes,small-talk
tell me how many blue ties i own,unknown
who is responsible for your design,small-talk
how many vacation days have i accumulated,unknown
how is it going my friend,small-talk
i need to make a transfer of my money,action-item
repeat my to do list,action-item
i need to find a good way to make chicken soup,unknown
would you please make a reservation for 2 at olive garden for 5 pm today,action-item
tell me the time in california,unknown
"ai is a helpful item to have in my home, thank you",small-talk
i have what to do on wednesday,reminder
can you read my list back to me,unknown
"if i'm heading to the mall at 5:00, what will the traffic be like",unknown
how do i get to the subway by foot,unknown
what are the things that i wanted to keep in mind,unknown
roll a six sided die for me and tell me the result,unknown
what things are you able to help me with,small-talk
what timezone is paris in,unknown
what do the ratings say for black bear diner,unknown
what is that crunchy stuff on creme bruleo,unknown
my new debit card is lost and i need to report it,unknown
speak in dutch,action-item
recipe for traditional roast beef and gravy,unknown
research the meaning of life,emotional-support
i want to know how many days off i have utilized until now,unknown
do you know when i last took my car to get checked,unknown
let me know what's on my list of reminders,unknown
tell me what is on my calendar for april 1,reminder
i am glad that you did that,small-talk
is it possible to talk to you in mandarin,action-item
"i'm not sure if watermelon is on my shopping list, but if it isn't can you put it on there",action-item
book me a table for three at rainforest cafe at seven,action-item
find a hotel in san francisco for march 8 & 9,action-item
show me a hotel that has good reviews in kansas city,action-item
thank you for your help,small-talk
does my tv need a socket conveter in ny city,unknown
should i get a vaccination before i go to katmandu,unknown
"next song, please!",unknown
i'm grateful for the assistance,small-talk
are there 8pm tables available at texas roadhouse,action-item
how long is it acceptable to carmelize onions,unknown
set a 4 minute timer,reminder
i'm famished so give me some places to eat!,unknown
can i apply for a discover card,unknown
do i have enough in my wells fargo account to get some nike's,unknown
what questions can you answer,small-talk
transfer funds to the other account,action-item
show video of hair styling tips,unknown
tell me something funny about cats,small-talk
i have to call the commander,unknown
can you tell me who created you,small-talk
what steps should i take if i want to request vacation,reminder
"which insurance plan am i enrolled in, please",unknown
i'd like to go on vacation,reminder
"check my calendar for me, please",reminder
turn down your speaker,unknown
thank you for helping me,small-talk
schedule a meeting for me,reminder
"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",unknown
is there someone i can talk to since i am in the airport waiting for my luggage which never came,unknown
where's your birthplace,small-talk
change the name that you call me,small-talk
give me a list of tax attorneys that practice in my city,unknown
book a reservation for 2 at olive garden under the name jim,action-item
what are you programmed to do for me,small-talk
"why, hello bandit",small-talk
peace out!,small-talk
get me a meeting with bill for 5:30pm tomorrow,reminder
"for friday, add a doctor's appointment to my calendar",reminder
how can i learn how to use direct deposit,unknown
remove jake's birthday on march 22,reminder
how long will the turkey take to cook,unknown
i want the volume at level 4,unknown
i wanna know the types of subjects are you familiar with,small-talk
what is one dollar worth in mexico,unknown
switch language for me,action-item
what kind of things can you answer,small-talk
thanks for your cooperation,small-talk
louder please,unknown
tomorrow i need an alarm at 7 tomorrow,reminder
put film on my shopping list,action-item
discontinue your current task,unknown
what questions are you programmed to answer,small-talk
"could you call me a different name, please",small-talk
i want my bank account frozen,unknown
please find out the current status of my credit card application,unknown
how much gas is left in my car,unknown
could you schedule a meeting with john smith at 1 pm tomorrow,reminder
let's send some money to another account,action-item
thanks a lot for the answer,small-talk
what's the tire pressure of my tires,unknown
can we put sunscreen on my list for shopping,action-item
i need to add my doctor's appointment to my calendar for the first,reminder
how do you say hello in mexico,action-item
tell me something funny,small-talk
what spanish word means hello,action-item
is there an event titled anniversary dinner on my calendar,reminder
please set a timer for me,reminder
thank you for your time,small-talk
i gotta cancel my reservation for barry at red robin,unknown
what's the direction for foot traffic to get to the eiffel tower,unknown
i want you to add milk on my shopping list unless it is already on it,action-item
what ingredients are present in marshmallows,unknown
i need a timer set for 15 minutes,reminder
the name i go by is sandy,small-talk
spell the word restaurant for me,unknown
please roll a dice,unknown
"please find a columbus, ohio hotel with good reviews",action-item
check on my credit card application,unknown
how many dollars can i exchange for 10 yen,unknown
i hereby rename you felix,unknown
can you roll the dice,unknown
did i remember to add buy flowers to my chore list today,action-item
who makes you,small-talk
i can't remember if i added the fun run to my calendar yet; did i,reminder
is it going to be much longer until i reach the bank,unknown
are there any open reservations at outback tonight,action-item
could you share a joke,small-talk
do you know anything funny about cats,small-talk
can you tell me a joke about politicians,small-talk
tell me a joke about rats,small-talk
can you give me an overview of what march 23 will look like for me,reminder
find my cellphone,action-item
what did i tell you to call me,unknown
when can i put a pto request in for feb 22 to march 1,reminder
what ingredients are in tacos,unknown
provide assistance by setting an alarm at 8:00 and another for 11:00,reminder
randomly pick between heads or tails and tell me if tails wins,unknown
what company owns your code,small-talk
what's ten times eight,unknown
thank ya!,small-talk
how would i say hello if i were swedish,action-item
warm up my car for me,unknown
when ought i get my tires changed next,unknown
i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,action-item
i need to know the nearest bank's location,unknown
tell me a joke about the subject of sailing,small-talk
is there a reservation available at ruth chris today,action-item
"can i take a pto for two days, starting on february 7",reminder
when is an oil change needed by me,unknown
know any jokes,small-talk
what's the point of sentience,emotional-support
how do you order new checks,unknown
does my calendar have anything for january 1st,reminder
did i put elbow noodles on the shopping list,unknown
i got to apply for a new credit card,unknown
vacation request information,reminder
what's the required fuel type for my car,unknown
a table for two needs to be reserved for 7:00pm at olive garden using the name michael,action-item
is there any indication my application for a new credit card has been processed,unknown
i need for you to ask the question again,unknown
reduce your speed of voice,unknown
did i tell you to remind me about laundry,unknown
what's on my calendar for march 01,reminder
"good answer, thanks for providing it",small-talk
make the volume set to 4,unknown
how are things with you,small-talk
where do i find my routing number for my pnc account,unknown
do you know where you were born,small-talk
did i had my wife and mine anniversary to my calendar,reminder
do i have anything on my schedule for may 3,reminder
i want a flight booked from new york to san francisco with continental,action-item
what do you want me to refer to you as,unknown
when can i start boarding my flight,unknown
don't make too much noise,unknown
can you set an alarm,reminder
who is your employer,unknown
clear my calendar for september 6th,reminder
can i fly from atlanta to san francisco for less than 100 dollars,action-item
what is the status of my delivery order,unknown
i need to know all the recent transactions i've made,unknown
what is life's purpose,emotional-support
what's on my calendar for the 18th of march,reminder
how do you say dog in spanish,action-item
can you tell me the exchange rate for yen to euros,unknown
what is the status for what i requested for my vacation,unknown
could you help me locate my phone,action-item
hi! are you doing okay,small-talk
please roll a 7 sided die,unknown
tell my something funny,small-talk
how many miles until i get to the beach,unknown
help me search for my phone,action-item
"you can remove the play date from my calendar for feb 18, 2019",reminder
i need to know the name that you have for me,unknown
is there any traffic on my way to work,unknown
"call my phone, i can't find it",action-item
i go by brad,small-talk
what's the funniest joke you know,small-talk
can you help me find my cell,action-item
set me an alarm right now,reminder
are the items on my todo list listed alphabetically,action-item
what do i have going on on my calendar for march 18th,reminder
speak in the language english,action-item
talk to you later,small-talk
what was the company that designed you,small-talk
what is life all about,emotional-support
how many days will it take to get a new credit card to replace the one stolen from me,unknown
cancel reservation at eight for the group,unknown
call me mike from now on,small-talk
set timer for 5 minutes,reminder
i need a clear calendar for april 15,reminder
how many years have you been on,unknown
can you get rid of my trip to the zoo from my calendar on march 1st,reminder
i need a good laugh,small-talk
do you know any good jokes about lawyers,small-talk
i want you to call me lord,small-talk
how can i benefit from using you,small-talk
tell me where to send my resume in order to get a job at delta airlines,unknown
i got to remove fishing from my calendar for soccer,reminder
book a reservation for 5 at lawry's under the name chris,action-item
please make a reservation for us at joy bar for 4 adults,action-item
what do i do to set up a vacation,reminder
are you able to find my recent transactions for me,unknown
i need help locating my phone,action-item
what's happening on may 3rd,reminder
set an alarm to work out and another to go home,reminder
"book a flight from pensacola, fl to houston, tx on 17 february 2019 and returning on 7 march 2019",action-item
"hello, what's up",small-talk
can i move some money around,action-item
what does peer-to-peer actually mean,unknown
let's get a timer going for 10 minutes,reminder
can you assist me in moving money from one account to another,action-item
please switch my name,small-talk
increase your vocals,unknown
name the singer of this track,unknown
what is my balance,unknown
how would i say i love you if i were french,action-item
"send twelve dollars between cabelas and bank of london accounts, please",action-item
what words would i use to tell someone i am lost if i were japanese,action-item
i would like help moving money between accounts,action-item
did i remember to put eggs on my shopping list,unknown
"the 21st, what is on my calendar",reminder
when is babysitting on my to do list,action-item
what's the status of my jetblue flight,unknown
oil type and do it yourself oil change information please,unknown
thank you for the help,small-talk
what is the apr for my credit card,unknown
i believe that to be false,unknown
what is the date of my last paycheck,unknown
i want to take the 8am meeting with sam on monday the 5th off my calendar,reminder
please change my name to loverboy,small-talk
coin flip,unknown
please find me a hotel room for 4 people from monday to wednesday in lakewood,action-item
is there a charge to use my card in croatia,unknown
who do you job for,unknown
i need to know who programmed you,small-talk
how do i compute the median of a set of numbers,unknown
i want to hear something funny,small-talk
list all of my health benefits,unknown
schedule a meeting with tom for 6pm,reminder
"hey, how are you",small-talk
i want an alarm set,reminder
can you check if meeting rooms are available between 4 and 5,reminder
if i were english how would i say subway,action-item
i'm out of kleenex so will you put that on my shopping list,action-item
"you can remove the dinner party from my calendar for january 21, 2019",reminder
this credit card's apr is what,unknown
need to know the weather now,unknown
can you speak to me in french,action-item
what do i do to request a vacation,reminder
"i believe that my car battery has died, what do i do next",unknown
give me a 10 minute countdown,reminder
what is today's fun fact,unknown
add twelve and twelve please,unknown
remove dinner with suzie from my calendar on march 1st,reminder
it seems my luggage was lost,unknown
i want your language changed to chinese,action-item
"i'm going to boston from bangor on july 25th through the 29th, and need you to find me a roundtrip flight",action-item
please say things more quickly,unknown
do i have calendar events on march 19th,reminder
send from my bbc money market to my t rowe price money market seven thousand dollars,action-item
i need to know how to change my oil and what kind of oil for a 2007 trailblazer,unknown
what is my vacation schedule look like,unknown
"if i want to cash in my american express rewards, how do i do that",unknown
i need to delete my doctor's appointment scheduled for march 15th from my calendar,reminder
tell me how to check my rewards for my american express card,unknown
find out where my phone is,action-item
what's this song playing,unknown
are socket converters needed if i'm going to cape town,unknown
send $100 from paypal to my bank,action-item
your answer pleased me,small-talk
mark my calendar that i will be meeting steven on march 5,reminder
my name's bob,small-talk
i am thankful for your help!,small-talk
can you tell me how much money i have i my bank accounts,unknown
"denver's timezone is a mystery, i wonder where its located",unknown
what is dog in spanish,action-item
all right,unknown
can you check if my credit card application has been processed,unknown
when did my car get serviced last,unknown
reserve a table for 3 at andrea's steakhouse around 5pm under the name wheeler,action-item
i would like to put carrots on my list for shopping,action-item
i would like to change your name to a different one,unknown
make the settings go back to the original,unknown
how should i prepare to change my own oil,unknown
take lunch off my calendar on the 3rd,reminder
i need to know my phone's location,action-item
show me where i am on the map,unknown
"if i go by bus, how long will it take to get to the airport",unknown
i have an appointment on the 5th put it on for 5pm,reminder
i appreciate your help,small-talk
what do i have scheduled on march 2nd on my calendar,reminder
please make a pto request for dates tomorrow to the twentieth,reminder
how long does it take for grass seed to grow on my lawn,unknown
"is it snowing right now in richmond, va",unknown
do i need new tires,unknown
"i need a suite that can accommodate 3 adults and 1 child in san diego for may 15th, 16th, and 17th",action-item
what things are there to do in kentucky,unknown
what is the word for hello spanish,action-item
volume 4 set,unknown
what makes pi so mathematically important,unknown
why is my account blocked,unknown
i need to change my username,small-talk
put rice and pudding on my shopping list cause i need them,action-item
how do you say fast in spanish,action-item
can you play some music by the beatles for me,unknown
how do you do a jump start,unknown
find me a rental car from 2/28 - 3/1 in reno,unknown
who is it that programmed you,small-talk
is there a way to change the voice to male,unknown
where exactly am i,unknown
i'd like for their to be a pto request for me made for the dates june 4th to june 8th,reminder
tell me what my calendar looks like for march 12th,reminder
how do they say goodbye in hawaii,action-item
"change language to french, please",action-item
can you tell me what obsolescence means,unknown
find hotels in baltimore that have positive reviews,action-item
erase all events on friday from my calendar,reminder
where is my current location,unknown
tell me how old youare,unknown
so where do you come from originally,small-talk
transfer $40 from account a to b,action-item
i need to get a new motorcycle insurance plan,unknown
i'd like to know the meaning of life,emotional-support
set a four minute timer,reminder
my order was put in and i was wonder how i can see the status of it,unknown
can i book a hotel in new york city near times square from 3/1 until 3/5,action-item
i want to cancel the reservation for mercury at the ritz,unknown
what company created you,small-talk
where are your roots,small-talk
which company has gone up the most today,unknown
what's on my schedule for may 3,reminder
can i set up mobile deposits,unknown
thanks for trying,small-talk
i appreciate that answer!,small-talk
please call me bob,small-talk
are you okay,small-talk
what is my current amount of gas,unknown
report fraud on my card,unknown
can you talk more slowly,unknown
what does distinguish mean,unknown
it was nice to converse with you,small-talk
where does jiu jitsu originate,unknown
what is the routing number of my checking account at first national bankj,unknown
way to change car oil,unknown
can you create a meeting for 3:00 on wednesday,reminder
go back to your manufacturers' settings,unknown
what is the next date that i should change my oil at,unknown
how many people are jobless in america,unknown
can you get me a table for 8 at mastro's at 8:30pm,action-item
what's it been costing me to buy three packs a day,unknown
book a flight from la to madrid with southwest,action-item
find me a flight out of la to chicago on march 3rd for under $500,action-item
what things are on my todo list,action-item
how is a vacation request made,reminder
let me know where i'm located,unknown
how much did i spend on groceries today,unknown
can you tell me the items on my to do list,action-item
you came from where,small-talk
i need alarms set for 6am and 615am,reminder
i need a hotel room big enough for 4 people from monday to wednesday in lakewood,action-item
can you tell me my visa's reward balance,unknown
tell me what my minimum payment is,unknown
would i be able to put in a pto request for march 21-26,reminder
which types of vaccinations are required when leaving the united states,unknown
please don't speak so fast,unknown
meetings today,unknown
it was enjoyable to chat with you,small-talk
my name is john,small-talk
i need to change my speaking to spanish,action-item
"at noon, schedule a meeting with saul",reminder
tell me how many vacation days i have,unknown
i want to be called mollie,small-talk
do you own pets,unknown
10 minutes is the setting for the timer,reminder
select a new language,action-item
i must know how to say thank you in german,action-item
"at which mileage, should i get my oil changed",unknown
let's change the language for you,action-item
i need to remove fishing from my calendar for soccer,reminder
who makes the ai,small-talk
let me know when it's been 5 minutes,reminder
change my name please,small-talk
show me recent activity in my backyard,unknown
michael will reserve a table for two at 7:00pm for olive garden,action-item
please pause my banking actions,unknown
secure us a meeting room for 9am on friday,reminder
i need ti know the traffic in tempe,unknown
what food items do you put in english breakfast,unknown
how can i acquire new insurance,unknown
where do i find the interest rate for my platinum account,unknown
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,action-item
please inform me of the types of subjects are you familiar with,small-talk
"from december 22nd to the 25th, make me a pto request",reminder
i want a timer for 5 minutes,reminder
does this life have a meaning,emotional-support
how long does it take pork to cook,unknown
meeting rooms open between one and three pm,reminder
play the song called amazing grace,unknown
what things do you know how to do,small-talk
can i use my credit card points to make purchase,unknown
can you give me a status update on my online order from amazon,unknown
i want to schedule a meeting with tom for 6pm,reminder
schedule an alarm,reminder
book me a room on november 11 to 15 in cali,action-item
turn on top 20 country hits,unknown
whereabouts are you from,small-talk
what meeting rooms are available for meeting 5pm friday,reminder
why did you decline my card at sfo,unknown
schedule me a table for 2 at red lobster at 8,action-item
can you see if paying garbage bill is on my todo list for this week,action-item
i'm thankful for your help,small-talk
what's my current credit score,unknown
"i need you to translate the sentence, 'we will be there soon' into portuguese",action-item
what do i have on my calendar for monday the 1st of march,reminder
how are things going for you,small-talk
i am camile,small-talk
the timer should have 10 minutes set to it,reminder
what is the smallest amount i can pay on my tmobile bill,unknown
what is 13 times 57,unknown
will there be traffic on the way to walmart,unknown
could a hotel be booked for me in afghanistan at the zoo for the 10th to the 15th,action-item
make a reservation to stay in cali from november 11 to 15,action-item
i need a pto request on march 1 to 2,reminder
how much do i pay in apr on my amex card,unknown
i am needing to get a flight out of el paso to dallas on march 10 for under $300,action-item
can you fast forward to the next song,unknown
how can you assist me,small-talk
"how do i get my pin number, i forgot mine",unknown
how many vacation days do i have for the year,unknown
how much do i have to pay on my amazon card this month,unknown
"i want to pay my bill, please",unknown
i need you to reserve a table for 6:00 pm for three at devon's seafood,action-item
is it payday,unknown
i really must know when should i get my oil changed next,unknown
what type of questions are you partial to that i can ask you,small-talk
tell me the company that produces you and similar machines,small-talk
please find the routing number for chase bank accounts opened in new york,unknown
is the packaged delivered already,unknown
are you made in the usa,small-talk
what place were you created in,small-talk
set the alarm for me,reminder
martins needs a table for 5 people at tropicana at 8pm precisely,action-item
what do i do to redeem credit card points,unknown
i want to switch to direct deposit,unknown
what is the amount of money that i have to pay in taxes,unknown
i don't know where i put my phone,action-item
what are the things you can help me with,small-talk
can you tell me how busy chipotle will be at nine tonight,unknown
you're the best!,small-talk
can i put in a pto request for august 1st to august 10th,reminder
set an alarm for 05:00 and one for 16:00,reminder
"i'm looking for a roundtrip flight from oma to sps august 1st, 2019 to august 2nd, 2019",action-item
what's life's meaning,emotional-support
"transfer seventeen dollars from rbs to woodforest account, please",action-item
"great talk, thanks",small-talk
transfer money from this account to that account,action-item
"what must i pay, at a minimum, on my verizon bill",unknown
book a motel in uptown from march 3 to march 4,action-item
put a reminder on the calendar to buy a gun on march 1st,reminder
what do you like to do in your spare time,unknown
appreciated,small-talk
what plugs are in england,unknown
please tell me all the items on my to do list right now,action-item
do you have any ideas on the meaning of life,emotional-support
how many reward points does my discover card have,unknown
i need a flight for under 300 from pittsburgh to atlanta,action-item
make an alarm 6am,reminder
it was good to talk to you today,small-talk
i have a fraudulent transaction from wal mart on my account,unknown
what kinds of questions can i ask you,small-talk
put on my shopping list i need carots,action-item
i need a timer for 45 minutes,reminder
tell me what song this is,unknown
how much money can i transfer today,action-item
put a hold on my account,unknown
can you read to me the nutritional info for macaroni and cheese,unknown
please tell me if there are meeting rooms available between 9:00 am and 11:00 am,reminder
tell me something interesting about lake tahoe,unknown
i want to check if there is any meeting room available between 8:00 and 10:00 am,reminder
when will my visa expire,unknown
how long is the wait at fridays,unknown
transfer two hundred dollars between my portfolio and my money market account,action-item
what reservations are available for 3 people at the xenophobe,action-item
so what do you do at free time,unknown
what is the way to say thank you in spanish,action-item
"where is the closest dog groomer in charlotte, north carolina",unknown
there's a messed up transaction on my account from mcdonald's,unknown
does the bellagio have any reservations,unknown
where's a good place to get some grub,unknown
where could i find forms to get my w2,unknown
on tuesday you are supposed to have a meeting,reminder
take dishes off the to do list,unknown
i need to put in a pto request for march 4 to march 6,reminder
ai how are you doing today,small-talk
i need you to set alarm for me,reminder
can you share with me your interpretation of the meaning of life,emotional-support
how many weeks of vacation do i have,unknown
when is my car insurance due,unknown
what is 35 times 23,unknown
define the meaning of life for me,emotional-support
i would like to put 100 dollars from the checking into the savings account now,action-item
alert me in 20 minutes,reminder
you need to reset your factory settings,unknown
remind me in (x) hours,reminder
who built you,small-talk
hi,small-talk
use my phone and connect please,unknown
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,unknown
is bowling on my calendar,reminder
tell me what tomorrow's date is,unknown
can you add an event to my calendar,reminder
i'm so glad you helped me!,small-talk
set a timer to go off in 1 hour,reminder
how to improve my credit score,unknown
"you can remove the brithday party from my calendar fpr january 15, 2019",reminder
how to locate my credit score,unknown
what would five pounds be in kilos,unknown
how much is my credit limit,unknown
i want to schedule a pto request on march 1-2,reminder
tell me when i have to pay my bill,unknown
i need you to send ten dollars from bank of america to capital one,action-item
peace,small-talk
help me to roll over my 401k,unknown
during afternoon is there a meeting room to use,reminder
start counting down from two minutes,reminder
please transfer half of my funds to an alternate account,action-item
"can you remove this event from my calendar, please",reminder
please move $100 from my checking to saving account,action-item
buhbye,small-talk
what should i do if i need to report my card lost,unknown
why don't i have access to my bank account,unknown
what's going on,small-talk
i am wanting you to book me a flight from houston to miami on united airlines,action-item
i want to know the bill's minimum payment,unknown
help find my phone,action-item
i need to schedule a car repair,unknown
what ingredients are needed to make lasgana,unknown
how many calories in chicken,unknown
i must report fraudulent activity on my debit,unknown
who can i turn to if i lost my luggage,unknown
can you help me pay my bill,unknown
can you reserve a room for a friday meeting at 5pm,reminder
heyo,small-talk
create a contact labeled mom,unknown
which company were you designed by,small-talk
book me a hotel in st louis near the arch from march 2nd to 5th,action-item
please help me find my cellphone,action-item
will you please get my furnace turned on,unknown
"call and make a 5:45 pm reservation for jason rogers, table for four",action-item
i would like to know what today's date is,unknown
i want to report fraud on my american express,unknown
tell me what's on my todo list,action-item
what is the underlying purpose to life,emotional-support
reserve me a flight from ft lauderdale to houston on southwest,action-item
please send ten dollars from bank of america to capital one,action-item
on march 1-2 i want a pto request made for me,reminder
search for a flight out of la to chicago on march 3rd for under $500,action-item
"i want to bake brownies, how long do they bake for",unknown
peace out,small-talk
how can you schedule a meeting for me,reminder
thank you very much for the answer,small-talk
does life have meaning,emotional-support
please set a timer for cookies,reminder
have i added anything to my todo list,action-item
i would like to know what type of things you can help me with,small-talk
tell me a joke,small-talk
show me something funny about food,small-talk
what did i buy last,unknown
pay the minimum payment for m and t bill,unknown
what will be the weather tomorrow,unknown
what location were you born in,small-talk
your birth occurred where,small-talk
what is my credit rating,unknown
please tell me what the next holiday is,unknown
hey what's up,small-talk
what do you think we are on earth for,emotional-support
please give me a listing of all the bottled water brands in the area,unknown
who is the person responsible for creating you,small-talk
"that would be ""no",unknown
how can i request a vacation from work,reminder
ring my phone at 12 pm,reminder
can i have my credit limit changed,unknown
what is the cashback rate for my credit card,unknown
can you add apples to my shopping list if they aren't already on there,action-item
which countries have travel alerts,unknown
tell me the subjects you're aware of,small-talk
set my alarm for getting up,reminder
flip a coin for me ai,unknown
how expensive was my most recent transaction,unknown
did the stock market finish up for the day,unknown
"my card is lost, i would like to report it",unknown
what do i have to do today,action-item
i'd like you to refer to me as bob,small-talk
what is on my schedule for the day of march 5th,reminder
when should i get my next oil change,unknown
do i have anything on my todo list,action-item
add corn to my shopping list and remove wine,action-item
i wish to have a 10 minute timer,reminder
it was cool talking with you,small-talk
i want to fly southwest from dallas to phoenix,action-item
how do i make chicken alfredo,unknown
how many miles per gallon does it get on the highway,unknown
let me know how to make a vacation request,reminder
i have no knowledge of that,unknown
what kinds of subjects do you know about,small-talk
can you tell me the meaning of life,emotional-support
"what do i call you, ai",unknown
show me a hotel in boise that has positive reviews,action-item
what mexican restaurant within 5 miles has the best reviews,unknown
get me a hotel room big enough for 4 people from may 3 to may 5 in boston,action-item
who formulated you,small-talk
what happened to my cellphone,action-item
will car rentals be available in boston from march 2 to march 4,unknown
what's the procedure to apply for a new credit card,unknown
i want to change your name to adam,unknown
"i would like to have language set to spanish, please",action-item
may i suggest we put paper towels on my list for shopping,action-item
create a timer that is set to go off after 25 mins,reminder
"my vacation, has it been approved yet",unknown
i want to know who made you,small-talk
they call me josh,small-talk
you have my gratitude,small-talk
"thanks for chatting, later",small-talk
transfer ten dollars from my wells fargo account to my bank of america account,action-item
what is the total number of vacation days i've used,unknown
thanks,small-talk
ill see you around,small-talk
please let me know why my card was declined yesterday,unknown
what company wrote your code,small-talk
use one of your male voices,unknown
when does my capital one visa expire,unknown
"take soda from my shopping list, and while you're at it add tea",action-item
i am going to speak english now,action-item
is there a meaning in life,emotional-support
make a reservation for 2 tonight at 7:00 at outback steakhouse,action-item
can you get me a table for two for 8:00 pm at parc,action-item
do i need an international visa to go to brazil,unknown
can you check if my order has been delivered,unknown
what are some of picasso's most famous works,unknown
i wanna know who programmed you,small-talk
can you get me a table for 5 at johnnys,action-item
the staff meeting on march 1 at 10:00 am needs to be added to my calendar,reminder
i will be in lakewood from monday to wednesday and i need a hotel room for 4 people,action-item
tell me the reason there is a hold or block on my account,unknown
write a text to alice,unknown
have i been spending a lot on groceries lately,unknown
could you talk like a british male,unknown
disconnect from my phone for me,unknown
can you locate my w-2,unknown
slow down your talking too fast i don't understand you,unknown
is it possible to read my to-do list again,action-item
would you tell me who made the ai,small-talk
how would i say pleased to meet you if i were japanese,action-item
change my name to master,small-talk
"that answer was very helpful, thanks",small-talk
alert my bank i'm checking out seattle for the next month,unknown
how long can i keep beef in the freezer for before it gets nasty,unknown
where can i find the mall closest to here,unknown
how many calories are in a serving of deans french onion dip,unknown
showme how to find my location,unknown
20 yen is how many dollars,unknown
can you tell me some dog jokes,small-talk
name some things i should do while in evans,unknown
i need your setting switched to whisper mode right away,unknown
can i substitute vinegar for apple cider vinegar,unknown
can i make reservations at spago in beverly hills,unknown
"i have no oranges, put them onto my list",action-item
where's my phone at,action-item
i appreciate you doing that,small-talk
can you find my iphone,action-item
is it possible to add grapes to my shopping list if they aren't on there already,action-item
can you make 1234 the pin for my savings account,unknown
what do my federal taxes amount to,unknown
they call me john,small-talk
i need you to act swiftly and freeze all activity on my capital one checking,unknown
does the calendar already have easter noted on it,reminder
please uninstall this intrusive social media app,unknown
am i able to place a pto request for february 20-25,reminder
would you be classified as a bot,unknown
tell me how many vacation days i have left,unknown
do you know what the meaning of life is,emotional-support
how do i set up instant paycheck,unknown
i'd like to find a hotel in tampa that people liked enough to leave good reviews about,action-item
delete the hair appointment i had scheduled on may 1st pleae,reminder
how did you come to be you,small-talk
i need to get a hotel room that is big enough for eleven people from march 10th to the 15th in phoenix,action-item
please create a new alarm for me,reminder
i need a well-rated hotel in vegas,action-item
where did i last put my phone,action-item
how would i say how are you today if i were mexican,action-item
can you give me the answers in italian instead of english,action-item
let me know my march 2 calendar,reminder
can you tell me how to spell manipulation,unknown
tell me where i left my phone,action-item
adios ai,small-talk
it was nice to get in touch,small-talk
i appreciate it,small-talk
i want an alarm for 6 am,reminder
let me know how you are doing,small-talk
